206.168.34.209 - - [29/Aug/2025:00:10:13 +0000] "GET / HTTP/1.1" 200 625 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
127.0.0.1 - - [29/Aug/2025:20:48:30 +0000] "GET /.env.backup.1 HTTP/1.1" 200 625 "-" "Mozilla/5.0 (Linux; Android 4.4.2; LGL16C Build/KOT49I.L16CV11a) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.135 Mobile Safari/537.36"
127.0.0.1 - - [29/Aug/2025:20:48:31 +0000] "GET /.env.backup.2 HTTP/1.1" 200 625 "-" "Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.8.0.6) Gecko/20060728 Firefox/1.5.0.6 (Debian-1.5.dfsg+1.5.0.6-1)"
127.0.0.1 - - [29/Aug/2025:20:48:32 +0000] "GET /.env.defaults HTTP/1.1" 200 625 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36"
127.0.0.1 - - [29/Aug/2025:20:48:32 +0000] "GET /.env.dev.json HTTP/1.1" 200 625 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:48.0) Gecko/20100101 Firefox/48.0"
127.0.0.1 - - [29/Aug/2025:21:08:35 +0000] "GET /owa/auth/logon.aspx HTTP/1.1" 200 625 "-" "Mozilla/5.0 zgrab/0.x"
127.0.0.1 - - [29/Aug/2025:21:12:49 +0000] "GET /.env HTTP/1.1" 200 625 "-" "Mozilla/5.0 (Linux; Android 7.0; SM-J327T1 Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.111 Mobile Safari/537.36"
127.0.0.1 - - [29/Aug/2025:21:12:50 +0000] "GET /api/.env HTTP/1.1" 404 196 "-" "Mozilla/5.0 (Windows NT 6.3; Win64; x64; Trident/7.0; Touch; MALNJS; rv:11.0) like Gecko"
127.0.0.1 - - [29/Aug/2025:21:12:51 +0000] "GET /backend/.env HTTP/1.1" 200 625 "-" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; en-US) AppleWebKit/534.16 (KHTML, like Gecko) Chrome/10.0.648.134 Safari/534.16"
127.0.0.1 - - [29/Aug/2025:21:12:51 +0000] "GET /admin/.env HTTP/1.1" 200 625 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.2; nl; rv:1.9b5) Gecko/2008032620 Firefox/3.0b5"
127.0.0.1 - - [29/Aug/2025:21:12:53 +0000] "GET /.env.example HTTP/1.1" 200 625 "-" "Mozilla/5.0 (compatible; Exabot/3.0;  http://www.exabot.com/go/robot)"
127.0.0.1 - - [29/Aug/2025:21:12:53 +0000] "GET /app_dev.php/_profiler/phpinfo HTTP/1.1" 200 625 "-" "Mozilla/5.0 (Linux; U; Android 2.3.4; en-us; T-Mobile myTouch 3G Slide Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
127.0.0.1 - - [29/Aug/2025:21:12:54 +0000] "GET /?phpinfo=-1 HTTP/1.1" 200 625 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/36.0.1985.143 Safari/537.36"
127.0.0.1 - - [29/Aug/2025:21:12:55 +0000] "GET /new/.env HTTP/1.1" 200 625 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.76 Safari/537.36"
127.0.0.1 - - [29/Aug/2025:21:12:56 +0000] "GET /frontend/web/debug/default/view HTTP/1.1" 200 625 "-" "Mozilla/5.0 (X11; U; Linux i386; en-US; rv:1.8.1.7) Gecko/20070914 Firefox/2.0.0.7"
127.0.0.1 - - [29/Aug/2025:21:12:57 +0000] "GET /_static/.env HTTP/1.1" 200 625 "-" "Opera/9.80 (Windows NT 5.1; U; ro) Presto/2.10.289 Version/12.00"
127.0.0.1 - - [29/Aug/2025:21:12:58 +0000] "GET /download/.env HTTP/1.1" 200 625 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; MAARJS; rv:11.0) like Gecko"
127.0.0.1 - - [29/Aug/2025:21:12:59 +0000] "GET /saas/.env HTTP/1.1" 200 625 "-" "Mozilla/5.0 (Linux; Android 5.1.1; Coolpad 3622A Build/LMY47V) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36"
127.0.0.1 - - [29/Aug/2025:21:13:00 +0000] "GET /.env.json HTTP/1.1" 200 625 "-" "Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7.5) Gecko/20041215 Firefox/1.0 Red Hat/1.0-12.EL4"
127.0.0.1 - - [29/Aug/2025:21:13:03 +0000] "GET /infos/ HTTP/1.1" 200 625 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.75 Safari/537.36 OPR/36.0.2130.29 (Edition beta)"
127.0.0.1 - - [29/Aug/2025:21:13:03 +0000] "GET /apps/.env HTTP/1.1" 200 625 "-" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; InfoPath.3; .NET4.0E)"
127.0.0.1 - - [29/Aug/2025:21:13:05 +0000] "GET /templates/.env HTTP/1.1" 200 625 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 11_1 like Mac OS X) AppleWebKit/604.3.5 (KHTML, like Gecko) Version/11.0 Mobile/15B5086a Safari/604.1"
127.0.0.1 - - [29/Aug/2025:21:13:06 +0000] "GET /system/.env HTTP/1.1" 200 625 "-" "Mozilla/5.0 (Windows NT 5.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0"
127.0.0.1 - - [29/Aug/2025:21:41:58 +0000] "GET / HTTP/1.1" 200 625 "-" "Mozilla/5.0 zgrab/0.x"
127.0.0.1 - - [29/Aug/2025:21:56:09 +0000] "GET / HTTP/1.1" 200 625 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
127.0.0.1 - - [29/Aug/2025:22:45:21 +0000] "GET /robots.txt HTTP/1.1" 200 625 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
127.0.0.1 - - [29/Aug/2025:22:45:21 +0000] "GET / HTTP/1.1" 200 625 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
